,serial_number,capacity_bytes,failure,smart_5_raw,smart_187_raw,smart_188_raw,smart_197_raw,smart_198_raw,smart_9_raw,smart_193_raw,smart_194_raw,smart_241_raw,smart_242_raw
22949,S300Z58A,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26642,159609.0,19,39795817032.0,86337573301.0
21541,Z3057A0P,4000787030016,1,0.0,3.0,0.0,24.0,24.0,21961.0,32451.0,21.0,42872980944.0,94214091993.0
12874,Z305DW3B,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20910,4735.0,20,41198773304.0,74765869876.0
21542,Z3057A0P,4000787030016,1,0.0,3.0,0.0,24.0,24.0,21936.0,32451.0,22.0,42856658848.0,94116311988.0
14462,Z300ZQWV,4000787030016,0,0.0,0.0,0.0,0.0,0.0,38279,60210.0,24,28048667754.0,174651615732.0
21644,Z3057A0P,4000787030016,1,0.0,3.0,0.0,24.0,24.0,21913.0,32451.0,22.0,42838528728.0,94015031975.0
9682,Z305K20G,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20333,55723.0,25,36890441936.0,105006285615.0
21670,Z3057A0P,4000787030016,1,0.0,3.0,0.0,24.0,24.0,21889,32451.0,22,42821514968.0,93920031340.0
5831,Z300ZJZA,4000787030016,0,0.0,0.0,0.0,0.0,0.0,38279,60091.0,24,28062650756.0,174065525940.0
21708,Z3057A0P,4000787030016,1,0.0,2.0,0.0,24.0,24.0,21864,32447.0,20,42805259464.0,93830604787.0
23616,Z3029AML,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27802,35693.0,18,54232022000.0,84233628727.0
21710,Z3057A0P,4000787030016,1,0.0,2.0,0.0,24.0,24.0,21840,32447.0,21,42789026032.0,93701441502.0
5676,Z304JT0E,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23642,7002.0,27,45966786552.0,103149269766.0
21715,Z3057A0P,4000787030016,1,0.0,2.0,0.0,24.0,24.0,21816,32447.0,21,42775641856.0,93604150592.0
26353,Z304JBFP,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23122,7700.0,27,44582782432.0,84289558008.0
21714,Z3057A0P,4000787030016,1,0.0,2.0,0.0,24.0,24.0,21792,32447.0,20,42765437496.0,93485743584.0
20678,Z305DNYD,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22297,133033.0,16,28271541016.0,88334384920.0
26701,Z305D2EQ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20628.0,10330.0,28.0,37934189576.0,91808956572.0
1784,Z3027001,4000787030016,0,0.0,0.0,5.0,0.0,0.0,29853.0,481958.0,27.0,23537205366.0,269794457671.0
5549,Z300ZRPV,4000787030016,0,0.0,0.0,0.0,0.0,0.0,38261.0,55301.0,28.0,30337948458.0,286150578561.0
25290,Z304KEWY,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23645.0,6066.0,20.0,49157251176.0,98632332109.0
2086,Z300YM87,4000787030016,0,0.0,0.0,0.0,0.0,0.0,31996.0,12591.0,21.0,25427790246.0,171101252020.0
5191,S300X90C,4000787030016,0,0.0,0.0,0.0,0.0,0.0,30916.0,186444.0,22.0,23132983238.0,211211704104.0
22458,S300Z4N9,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26141.0,34766.0,18.0,51225562080.0,84823239170.0
8948,Z302A19D,4000787030016,1,16.0,7.0,0.0,32.0,32.0,30147.0,70215.0,26.0,23854430089.0,251286866687.0
11080,Z305D5CY,4000787030016,1,0.0,47.0,0.0,8.0,8.0,20645.0,7875.0,23.0,39069597400.0,104484789270.0
15860,Z304HSZV,4000787030016,1,2424.0,9.0,0.0,0.0,0.0,22411.0,129806.0,18.0,28970453944.0,94125656642.0
16476,S301096G,4000787030016,1,0.0,8.0,0.0,0.0,0.0,24702.0,18864.0,30.0,50571681232.0,80775821896.0
19611,Z305ASDG,4000787030016,1,8.0,5.0,0.0,8.0,8.0,20889.0,4681.0,22.0,41274286432.0,78238794273.0
21246,S300XCZM,4000787030016,1,0.0,30.0,0.0,24.0,24.0,25659.0,127202.0,24.0,41198035152.0,91970298641.0
24835,Z304KBLQ,4000787030016,1,0.0,16.0,0.0,0.0,0.0,22898.0,15419.0,22.0,42113167056.0,79790569857.0
8949,Z302A19D,4000787030016,1,8.0,4.0,0.0,0.0,0.0,30123.0,70214.0,26.0,23853086088.0,251259179590.0
16910,Z304EFPB,4000787030016,0,0.0,0.0,0.0,0.0,0.0,10472.0,296.0,22.0,14550945720.0,69698381801.0
11081,Z305D5CY,4000787030016,1,0.0,46.0,0.0,8.0,8.0,20621.0,7875.0,24.0,39054281736.0,104379999146.0
23749,Z3029BD1,4000787030016,0,0.0,0.0,0.0,0.0,0.0,30923.0,8607.0,28.0,23486960402.0,176353398724.0
15862,Z304HSZV,4000787030016,1,2424.0,9.0,0.0,0.0,0.0,22388.0,129800.0,18.0,28967903520.0,93968148426.0
5650,S300Z70J,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26620.0,176826.0,21.0,42358504248.0,81128695995.0
16477,S301096G,4000787030016,1,0.0,7.0,0.0,0.0,0.0,24679.0,18864.0,31.0,50559333160.0,80582413523.0
23211,Z305JG4Z,4000787030016,0,0.0,0.0,0.0,0.0,0.0,19805.0,4050.0,24.0,36683784760.0,81907708423.0
19612,Z305ASDG,4000787030016,1,0.0,1.0,0.0,0.0,0.0,20859.0,4679.0,22.0,41251226456.0,78013116404.0
6721,Z3016NZR,4000787030016,0,0.0,0.0,0.0,0.0,0.0,37351.0,112240.0,28.0,28126074214.0,250312089463.0
21247,S300XCZM,4000787030016,1,0.0,30.0,0.0,24.0,24.0,25636.0,127202.0,24.0,41177362376.0,91909330602.0
26848,S300XATC,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25663.0,126838.0,23.0,40554938024.0,86076341996.0
24836,Z304KBLQ,4000787030016,1,0.0,5.0,0.0,0.0,0.0,22874.0,15419.0,22.0,42036075904.0,79587518346.0
13132,Z3052L0X,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20644.0,9429.0,28.0,40067826976.0,104364206104.0
8949,Z302A19D,4000787030016,1,8.0,4.0,0.0,0.0,0.0,30098.0,70214.0,28.0,23851771137.0,251226829838.0
20690,Z30252CA,4000787030016,0,0.0,0.0,0.0,0.0,0.0,31677.0,37134.0,20.0,27030728940.0,167752167178.0
11081,Z305D5CY,4000787030016,1,0.0,36.0,0.0,8.0,8.0,20595.0,7872.0,25.0,39037714440.0,104220030580.0
5797,Z305DVJJ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20887.0,4848.0,19.0,40802161040.0,88020324297.0
15861,Z304HSZV,4000787030016,1,2424.0,9.0,0.0,0.0,0.0,22364.0,129800.0,19.0,28962703048.0,93793359830.0
17453,Z302F0S9,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27778.0,33052.0,19.0,52789467992.0,75396052048.0
16476,S301096G,4000787030016,1,0.0,6.0,0.0,0.0,0.0,24655.0,18864.0,31.0,50536584472.0,80398707336.0
11155,S300YPR7,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27102.0,38581.0,21.0,49050566808.0,101052729294.0
19612,Z305ASDG,4000787030016,1,0.0,1.0,0.0,0.0,0.0,20834.0,4679.0,23.0,41237935168.0,77847891527.0
20234,Z305D5ZZ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20888.0,5676.0,22.0,39765330072.0,98212484365.0
21248,S300XCZM,4000787030016,1,0.0,30.0,0.0,24.0,24.0,25612.0,127202.0,25.0,41147103736.0,91784670715.0
6715,Z305MFCF,4000787030016,0,0.0,0.0,0.0,0.0,0.0,19804.0,5344.0,23.0,38199025896.0,90584292372.0
24837,Z304KBLQ,4000787030016,1,0.0,5.0,0.0,0.0,0.0,22850.0,15419.0,23.0,42004477056.0,79390392565.0
2413,Z304KCN6,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22590.0,11407.0,18.0,41739505848.0,90711782732.0
8987,Z302A19D,4000787030016,1,8.0,4.0,0.0,0.0,0.0,30075.0,70214.0,28.0,23850312903.0,251198318618.0
14405,Z305GW53,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20310.0,56273.0,19.0,34341543672.0,87825339142.0
11135,Z305D5CY,4000787030016,1,0.0,36.0,0.0,8.0,8.0,20571.0,7872.0,23.0,39022615632.0,104137672814.0
8550,Z302A0RB,4000787030016,0,0.0,0.0,0.0,0.0,0.0,30147.0,66206.0,21.0,23793120311.0,279423970339.0
15942,Z304HSZV,4000787030016,1,2416.0,9.0,0.0,0.0,0.0,22339.0,129799.0,19.0,28959923456.0,93631937574.0
6386,Z304LA28,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22641.0,5463.0,17.0,43413392936.0,107928977245.0
16557,S301096G,4000787030016,1,0.0,5.0,0.0,0.0,0.0,24631.0,18864.0,30.0,50515580488.0,80233954668.0
16541,Z300ZTY6,4000787030016,0,0.0,0.0,1.0,0.0,0.0,38247.0,71484.0,18.0,30795111170.0,264152921880.0
19708,Z305ASDG,4000787030016,1,0.0,1.0,0.0,0.0,0.0,20811.0,4679.0,23.0,41219952248.0,77677909527.0
2167,Z30250MZ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,31681.0,55847.0,18.0,24480036545.0,173407442179.0
21349,S300XCZM,4000787030016,1,0.0,30.0,0.0,24.0,24.0,25587.0,127202.0,25.0,41098771000.0,91707437898.0
26012,Z3056BDL,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21270.0,9187.0,18.0,41556846048.0,79156847717.0
24952,Z304KBLQ,4000787030016,1,0.0,5.0,0.0,0.0,0.0,22827.0,15419.0,23.0,41984837320.0,79299652357.0
16465,S3010MAK,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27104.0,38672.0,23.0,49016601960.0,98451025278.0
8989,Z302A19D,4000787030016,1,8.0,4.0,0.0,0.0,0.0,30051,70214.0,27,23847746114.0,251163380042.0
23662,Z3029AM1,4000787030016,0,0.0,0.0,0.0,0.0,0.0,29454.0,52370.0,18.0,54662271312.0,108485077451.0
11139,Z305D5CY,4000787030016,1,0.0,36.0,0.0,8.0,8.0,20547,7872.0,23,39006791552.0,104029587897.0
16186,Z304HEP6,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22949.0,14754.0,21.0,41752830672.0,83205795050.0
15957,Z304HSZV,4000787030016,1,2416.0,9.0,0.0,0.0,0.0,22316,129793.0,19,28955281664.0,93430380213.0
25542,Z300ZV8Z,4000787030016,0,0.0,0.0,0.0,0.0,0.0,31992.0,24304.0,20.0,25150152726.0,171750230559.0
16578,S301096G,4000787030016,1,0.0,4.0,0.0,0.0,0.0,24612,18859.0,31,50497788752.0,80080019358.0
2653,Z302G4DW,4000787030016,0,0.0,0.0,0.0,0.0,0.0,29451.0,52135.0,19.0,52358776568.0,96459081446.0
19737,Z305ASDG,4000787030016,1,0.0,1.0,0.0,0.0,0.0,20788,4675.0,23,41208498320.0,77536421850.0
17748,S300XRKW,4000787030016,0,0.0,0.0,0.0,0.0,0.0,30917.0,114136.0,18.0,23489624071.0,192303208907.0
21379,S300XCZM,4000787030016,1,0.0,30.0,0.0,24.0,24.0,25564,127202.0,25,41056882992.0,91582708403.0
10083,Z305JYF6,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20279.0,52292.0,27.0,35411054672.0,80463427330.0
24977,Z304KBLQ,4000787030016,1,0.0,5.0,0.0,0.0,0.0,22803,15418.0,22,41967696248.0,79173217894.0
15324,Z304XX5T,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20287.0,55035.0,26.0,34580584048.0,82301953547.0
9005,Z302A19D,4000787030016,1,0.0,3.0,0.0,0.0,0.0,30029,70214.0,26,23845737872.0,251135010494.0
18068,S300Y0W1,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26622.0,173224.0,21.0,41485530240.0,86626291665.0
11158,Z305D5CY,4000787030016,1,0.0,36.0,0.0,8.0,8.0,20522,7868.0,21,38984891304.0,103916152204.0
14621,Z300ZTR7,4000787030016,0,0.0,0.0,1.0,0.0,0.0,38257.0,34486.0,25.0,29008307768.0,247220840797.0
15985,Z304HSZV,4000787030016,1,2416.0,9.0,0.0,0.0,0.0,22293,129792.0,17,28952102480.0,93288617335.0
949,Z304KDXX,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23672.0,5930.0,20.0,49183501704.0,132245384841.0
16607,S301096G,4000787030016,1,0.0,3.0,0.0,0.0,0.0,24588,18859.0,31,50483025288.0,79923059150.0
25164,Z305N3K8,4000787030016,0,0.0,0.0,0.0,0.0,0.0,19803.0,4738.0,24.0,35544805360.0,82467494838.0
19769,Z305ASDG,4000787030016,1,0.0,1.0,0.0,0.0,0.0,20764,4675.0,22,41189990456.0,77380512869.0
26144,S300Z5YA,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25587.0,48729.0,22.0,51789082816.0,104209141622.0
21414,S300XCZM,4000787030016,1,0.0,30.0,0.0,24.0,24.0,25539,127202.0,24,41024552216.0,91477553953.0
22866,Z304HSF7,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22591.0,10342.0,21.0,42469475312.0,98504326461.0
25017,Z304KBLQ,4000787030016,1,0.0,5.0,0.0,0.0,0.0,22779,15418.0,21,41939262232.0,78987332181.0
16397,Z3016PFS,4000787030016,0,0.0,0.0,2.0,0.0,0.0,37750.0,39472.0,27.0,34027393018.0,409929524897.0
9005,Z302A19D,4000787030016,1,0.0,1.0,0.0,0.0,0.0,30005,70214.0,26,23843538800.0,251102340720.0
24209,Z302AB8H,4000787030016,0,0.0,0.0,0.0,0.0,0.0,29457.0,57923.0,20.0,52177963032.0,100792856415.0
11160,Z305D5CY,4000787030016,1,0.0,36.0,0.0,8.0,8.0,20498,7868.0,22,38959442072.0,103817117202.0
14934,S300Z7BY,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25895.0,75099.0,22.0,23565995937.0,116698825255.0
15985,Z304HSZV,4000787030016,1,2160.0,8.0,0.0,0.0,0.0,22269,129792.0,17,28945778568.0,93119323015.0
7968,S300YPLW,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26621.0,162721.0,18.0,42006067208.0,83673622050.0
16607,S301096G,4000787030016,1,0.0,3.0,0.0,0.0,0.0,24564,18859.0,31,50465162328.0,79804347094.0
8453,Z3025YGE,4000787030016,0,0.0,0.0,0.0,0.0,0.0,32202.0,220665.0,22.0,23659493628.0,275322953956.0
19769,Z305ASDG,4000787030016,1,0.0,1.0,0.0,0.0,0.0,20740,4675.0,22,41170725888.0,77236041962.0
14014,S30117J7,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27777.0,33382.0,19.0,52341381528.0,89605179819.0
21415,S300XCZM,4000787030016,1,0.0,30.0,0.0,24.0,24.0,25516,127202.0,24,40991771496.0,91346652805.0
21388,Z3059JWA,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22116.0,34966.0,22.0,41454698632.0,95647462279.0
25018,Z304KBLQ,4000787030016,1,0.0,5.0,0.0,0.0,0.0,22755,15418.0,22,41919603680.0,78831829900.0
11594,Z304GGQM,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22949.0,15964.0,21.0,41910541728.0,83232788045.0
9007,Z302A19D,4000787030016,1,0.0,1.0,0.0,0.0,0.0,29982,70214.0,26,23842226822.0,251066239920.0
20720,Z3058WXD,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21980.0,33927.0,22.0,40643536208.0,78695672325.0
11163,Z305D5CY,4000787030016,1,0.0,36.0,0.0,8.0,8.0,20474,7868.0,23,38938155032.0,103704930993.0
5434,S300Z6XA,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26620.0,151268.0,21.0,39663066904.0,98511102244.0
15988,Z304HSZV,4000787030016,1,2152.0,8.0,0.0,0.0,0.0,22244,129792.0,17,28943459168.0,92949564331.0
4798,Z305DVAJ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20646.0,9951.0,31.0,36992071056.0,82311739976.0
16611,S301096G,4000787030016,1,0.0,3.0,0.0,0.0,0.0,24539,18859.0,31,50448240896.0,79625873807.0
6963,S300ZTGK,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26794.0,145348.0,24.0,42215172936.0,92712968365.0
19774,Z305ASDG,4000787030016,1,0.0,1.0,0.0,0.0,0.0,20716,4675.0,21,41151103360.0,77136421536.0
15299,S30107AN,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24710.0,22442.0,33.0,48405599376.0,85524843211.0
21420,S300XCZM,4000787030016,1,0.0,30.0,0.0,24.0,24.0,25492,127202.0,24,40943065560.0,91205390042.0
22471,Z3014PB4,4000787030016,0,0.0,0.0,0.0,0.0,0.0,37759.0,47375.0,24.0,33913421329.0,423688594631.0
25022,Z304KBLQ,4000787030016,1,0.0,4.0,0.0,0.0,0.0,22731,15418.0,21,41903036336.0,78625962575.0
14001,S3011GD7,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27778.0,36093.0,17.0,51540713560.0,78166304167.0
9007,Z302A19D,4000787030016,1,0.0,1.0,0.0,0.0,0.0,29957,70214.0,26,23840841357.0,251033174999.0
3883,Z304KEQD,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23625.0,9038.0,19.0,44899079712.0,95516804239.0
11162,Z305D5CY,4000787030016,1,0.0,33.0,0.0,8.0,8.0,20450,7868.0,26,38921457584.0,103593742656.0
7192,Z305CX6Z,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20458.0,3705.0,23.0,41025341120.0,98637248441.0
15987,Z304HSZV,4000787030016,1,2128.0,7.0,0.0,0.0,0.0,22220,129783.0,17,28939468112.0,92797835561.0
20847,S300Z7S0,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27101.0,37234.0,22.0,50570189408.0,88236618888.0
16610,S301096G,4000787030016,1,0.0,3.0,0.0,0.0,0.0,24516,18859.0,31,50425373032.0,79462340021.0
7876,S301K02F,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23114.0,9257.0,26.0,43804642120.0,84088376736.0
19773,Z305ASDG,4000787030016,1,0.0,1.0,0.0,0.0,0.0,20692,4675.0,21,41135824176.0,77019102181.0
21930,Z300ZRNR,4000787030016,0,0.0,0.0,0.0,0.0,0.0,38253.0,31722.0,25.0,29294702362.0,262679596629.0
21419,S300XCZM,4000787030016,1,0.0,30.0,0.0,24.0,24.0,25468,127202.0,24,40905822720.0,91041103152.0
9233,S301L3AP,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23623.0,8632.0,23.0,44825854960.0,87530281082.0
25021,Z304KBLQ,4000787030016,1,0.0,4.0,0.0,0.0,0.0,22707,15418.0,21,41888401368.0,78430782931.0
17152,S300Z4QQ,4000787030016,0,0.0,0.0,1.0,0.0,0.0,27080.0,36976.0,21.0,49447202856.0,100564585437.0
9044,Z302A19D,4000787030016,1,0.0,1.0,0.0,0.0,0.0,29933,69595.0,26,23839968823.0,250999852780.0
17384,S3010LDF,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27080.0,35785.0,17.0,50065707056.0,76665266532.0
11212,Z305D5CY,4000787030016,1,0.0,33.0,0.0,8.0,8.0,20426,7868.0,25,38910473792.0,103531791017.0
744,Z300TKKB,4000787030016,0,0.0,0.0,0.0,0.0,0.0,38254.0,43686.0,22.0,28838030474.0,236904027632.0
16065,Z304HSZV,4000787030016,1,2128.0,7.0,0.0,0.0,0.0,22197,129781.0,18,28931782608.0,92629518589.0
105,Z304H2SM,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22641.0,5419.0,23.0,43404961224.0,91964578702.0
16692,S301096G,4000787030016,1,0.0,3.0,0.0,0.0,0.0,24492,18859.0,31,50412190344.0,79305970257.0
15184,Z3025KV9,4000787030016,0,0.0,0.0,0.0,0.0,0.0,32210.0,27984.0,22.0,25041394370.0,176161875665.0
19868,Z305ASDG,4000787030016,1,0.0,1.0,0.0,0.0,0.0,20667,4675.0,22,41106695960.0,76954632919.0
22615,Z3029ABF,4000787030016,0,0.0,6.0,0.0,0.0,0.0,29787.0,33685.0,26.0,24100630930.0,196290080659.0
21520,S300XCZM,4000787030016,1,0.0,30.0,0.0,24.0,24.0,25444,127202.0,24,40886070608.0,90896721252.0
23382,Z305G8KA,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20308.0,51120.0,21.0,35343604008.0,75305386734.0
25142,Z304KBLQ,4000787030016,1,0.0,4.0,0.0,0.0,0.0,22684,15418.0,21,41875846872.0,78290075030.0
4163,Z3016P9Q,4000787030016,0,0.0,0.0,1.0,0.0,0.0,37756.0,68250.0,25.0,28407280834.0,231806865914.0
22107,Z300YP1Y,4000787030016,0,0.0,0.0,2.0,0.0,0.0,31948.0,2865.0,30.0,25565115849.0,187280785328.0
153,Z305KQZK,4000787030016,1,8.0,12.0,0.0,16.0,16.0,11133.0,189.0,21.0,16940320424.0,79095401946.0
153,Z305KQZK,4000787030016,1,8.0,12.0,0.0,16.0,16.0,11109.0,189.0,22.0,16922040800.0,78958455877.0
25618,Z300CWQJ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,41841.0,31664.0,25.0,29357581578.0,184221244605.0
152,Z305KQZK,4000787030016,1,8.0,12.0,0.0,16.0,16.0,11085.0,189.0,22.0,16902940104.0,78855446702.0
21672,Z305MCEC,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20257.0,57446.0,30.0,34375917792.0,103715191072.0
151,Z305KQZK,4000787030016,1,8.0,12.0,0.0,16.0,16.0,11061,189.0,22,16884871120.0,78707627526.0
5672,Z30147QK,4000787030016,0,0.0,0.0,1.0,0.0,0.0,38373.0,39577.0,24.0,28020680008.0,269353916037.0
151,Z305KQZK,4000787030016,1,8.0,12.0,0.0,16.0,16.0,11037,189.0,22,16867731184.0,78565231875.0
2265,S300Z46S,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25566.0,46743.0,23.0,48294923248.0,95354146416.0
152,Z305KQZK,4000787030016,1,8.0,12.0,0.0,16.0,16.0,11009,184.0,21,16852031304.0,78524215354.0
14134,Z3058SCW,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21241.0,8022.0,18.0,41724392200.0,73299059340.0
152,Z305KQZK,4000787030016,1,8.0,12.0,0.0,16.0,16.0,10985,184.0,20,16839267440.0,78420642003.0
1070,S301ND8Y,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22264.0,123704.0,22.0,29409203680.0,83029012140.0
152,Z305KQZK,4000787030016,1,8.0,12.0,0.0,16.0,16.0,10961,184.0,21,16828961840.0,78321823627.0
13816,Z3040ECX,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23097.0,6216.0,23.0,45178578728.0,82107256757.0
153,Z305KQZK,4000787030016,1,8.0,12.0,0.0,16.0,16.0,10936,183.0,21,16810599272.0,78247603959.0
12165,Z300WE7P,4000787030016,0,0.0,0.0,0.0,0.0,0.0,39488.0,214339.0,17.0,28788486250.0,219299150495.0
153,Z305KQZK,4000787030016,1,8.0,12.0,0.0,16.0,16.0,10913,183.0,21,16790865728.0,78143004468.0
13748,Z30317YF,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21916.0,847.0,20.0,42065268072.0,126419750933.0
14117,Z305GWYV,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20410.0,3575.0,25.0,41270672680.0,94109300911.0
7332,Z3025M89,4000787030016,1,0.0,0.0,0.0,0.0,0.0,31636.0,16956.0,27.0,25826962019.0,159770498645.0
7363,Z3025M89,4000787030016,1,0.0,0.0,0.0,0.0,0.0,31612.0,16956.0,26.0,25825639587.0,159739400071.0
21454,Z300VC04,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26718.0,94640.0,22.0,15339738966.0,112326002679.0
7365,Z3025M89,4000787030016,1,0.0,0.0,0.0,0.0,0.0,31587,16956.0,27,25823870760.0,159708347659.0
27526,Z3014PAF,4000787030016,0,0.0,0.0,0.0,0.0,0.0,37709.0,26467.0,20.0,34113743871.0,450454103744.0
7379,Z3025M89,4000787030016,1,0.0,0.0,0.0,0.0,0.0,31562,16956.0,27,25822441951.0,159672232429.0
9703,Z3015BS6,4000787030016,0,0.0,0.0,0.0,0.0,0.0,37136.0,13209.0,26.0,28428222096.0,218684033496.0
7378,Z3025M89,4000787030016,1,0.0,0.0,0.0,0.0,0.0,31538,16956.0,27,25820576341.0,159636781620.0
26553,Z304JHEQ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22549.0,11511.0,22.0,42639750176.0,83816368018.0
7379,Z3025M89,4000787030016,1,0.0,0.0,0.0,0.0,0.0,31515,16956.0,27,25819175795.0,159605799881.0
7150,W3002Q61,4000787030016,0,0.0,0.0,1.0,0.0,0.0,41789.0,135249.0,29.0,29804383463.0,191560037253.0
7379,Z3025M89,4000787030016,1,0.0,0.0,0.0,0.0,0.0,31490,16956.0,26,25817788721.0,159571749675.0
19193,Z304JZLW,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22875.0,14450.0,21.0,42760969528.0,86717440022.0
7415,Z3025M89,4000787030016,1,0.0,0.0,0.0,0.0,0.0,31466,16956.0,27,25816435044.0,159541368487.0
19993,Z304HTW3,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22361.0,125797.0,20.0,28174729416.0,87636694628.0
7418,Z3025M89,4000787030016,1,0.0,0.0,0.0,0.0,0.0,31442,16956.0,27,25814825252.0,159510335765.0
14500,S300WD77,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25252.0,49063.0,27.0,50195779784.0,103292874091.0
7438,Z3025M89,4000787030016,1,0.0,0.0,0.0,0.0,0.0,31413,16956.0,27,25813073163.0,159471460986.0
2962,S3010LQ5,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26981.0,43917.0,22.0,51328852904.0,77621344262.0
8727,S301NKAL,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22083.0,150734.0,22.0,26335914416.0,85758909593.0
25971,Z3025M1X,4000787030016,0,0.0,0.0,0.0,0.0,0.0,31581.0,25363.0,23.0,24071650189.0,162421684436.0
18519,Z302520G,4000787030016,1,11784.0,4.0,0.0,16384.0,16384.0,32335.0,48932.0,22.0,25639633743.0,283478075530.0
27353,Z3040E7A,4000787030016,1,0.0,0.0,0.0,632.0,632.0,24105.0,83776.0,21.0,16671736256.0,105249058467.0
18541,Z302520G,4000787030016,1,11248.0,0.0,0.0,16168.0,16168.0,32311,48932.0,22,25638715169.0,283460743848.0
1245,Z302DKMQ,4000787030016,0,0.0,0.0,12.0,0.0,0.0,29301.0,165219.0,24.0,27158641436.0,257527148424.0
27372,Z3040E7A,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24079,83773.0,21,16668348204.0,105209911480.0
17688,Z305Q0NT,4000787030016,0,0.0,0.0,0.0,0.0,0.0,20209.0,56722.0,20.0,34270863600.0,88483697964.0
18571,Z302520G,4000787030016,1,0.0,0.0,0.0,0.0,0.0,32285,48932.0,22,25637620436.0,283436724516.0
24719,Z303XYNL,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22562.0,4182.0,19.0,45419297376.0,108069368488.0
27416,Z3040E7A,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24055,83773.0,19,16666089924.0,105181438502.0
21623,Z304GEJT,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22199.0,150714.0,24.0,26462329888.0,87907673107.0
18571,Z302520G,4000787030016,1,0.0,0.0,0.0,0.0,0.0,32261,48932.0,21,25636333267.0,283403824659.0
22295,S301NHDQ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22191.0,138412.0,23.0,28287126168.0,97861634067.0
27417,Z3040E7A,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24032,83773.0,19,16663945900.0,105152006301.0
16549,Z302SWS4,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24656.0,19906.0,24.0,49195266088.0,79048644011.0
