,serial_number,capacity_bytes,failure,smart_5_raw,smart_187_raw,smart_188_raw,smart_197_raw,smart_198_raw,smart_9_raw,smart_193_raw,smart_194_raw,smart_241_raw,smart_242_raw
21185,Z305CR3H,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24102,35433.0,20,42396693704.0,106385817487.0
19415,S301P20X,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25248,9053.0,25,46249531504.0,93365696815.0
24533,Z302SQW6,4000787030016,1,0.0,0.0,0.0,16.0,16.0,26693,21225.0,22,50413118360.0,112159799878.0
13654,Z305DVC4,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22774,10339.0,29,40916486744.0,103414386495.0
21185,Z305CR3H,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24078,35433.0,20,42370389416.0,106247193652.0
570,Z305G7E0,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22590,3998.0,28,41376774016.0,115098260562.0
24534,Z302SQW6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26669,21225.0,22,50393105528.0,111976724876.0
19516,Z3025L7F,4000787030016,0,0.0,0.0,1.0,0.0,0.0,33622,436030.0,31,24250145280.0,206364552543.0
21147,Z305CR3H,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24054,35433.0,20,42346411000.0,106130017390.0
14751,S300VLGG,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27437,46473.0,24,49970024016.0,102183421057.0
24495,Z302SQW6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26649,21216.0,22,50379384856.0,111869276038.0
2348,S300Z835,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27726,49899.0,27,50481521344.0,99294878211.0
18465,Z305N2W0,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21915,3941.0,28,39129746216.0,103159437499.0
5929,Z30149RY,4000787030016,0,0.0,0.0,0.0,0.0,0.0,39312,28900.0,20,29050599598.0,244820227593.0
24240,Z305FGZZ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22562,5620.0,21,41689292856.0,136599734570.0
12713,Z304EZRX,4000787030016,1,8.0,3.0,0.0,272.0,272.0,19016,89402.0,24,11502204528.0,54317666750.0
13743,Z305B9YM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,23001,4907.0,23,43052923240.0,90969053592.0
21288,Z302T6R6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26138,9955.0,37,48926373552.0,96466359273.0
12745,Z304EZRX,4000787030016,1,8.0,3.0,0.0,272.0,272.0,18994,89239.0,23,11501463192.0,50037263027.0
21175,S300WETD,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27726,36707.0,24,52145377280.0,109835011586.0
13776,Z305B9YM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,22977,4907.0,22,43035874152.0,90849610776.0
19758,S300Z7F2,4000787030016,0,0.0,0.0,0.0,0.0,0.0,28088,41163.0,24,53301851496.0,118632444899.0
21331,Z302T6R6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26114,9955.0,33,48902742384.0,96357404444.0
10404,Z304JM77,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25730,8294.0,25,47032983584.0,109211450488.0
12746,Z304EZRX,4000787030016,1,8.0,3.0,0.0,264.0,264.0,18971,89238.0,23,11499374962.0,50007839951.0
6902,Z305D5BN,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22753,7622.0,30,41251113712.0,126749822027.0
13777,Z305B9YM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,22958,4904.0,21,43012432936.0,90774437797.0
3811,Z305DW68,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22752,9413.0,32,40877207696.0,90768389351.0
21332,Z302T6R6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26094,9953.0,33,48887043384.0,96267714530.0
3374,Z305DVT8,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22752,7947.0,32,40011566696.0,101272380528.0
12787,Z304EZRX,4000787030016,1,8.0,3.0,0.0,248.0,248.0,18948,89238.0,24,11498075030.0,49975976756.0
19586,Z302F1JM,4000787030016,0,0.0,0.0,0.0,0.0,0.0,29886,33939.0,22,54070525330.0,103184427848.0
13825,Z305B9YM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,22934,4904.0,21,42992323064.0,90703113814.0
18298,Z302AB91,4000787030016,0,0.0,0.0,0.0,0.0,0.0,31551,58003.0,24,52998048960.0,94798261433.0
21407,Z302T6R6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26070,9953.0,33,48869995032.0,96193540131.0
14838,Z304L8YH,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24750,6471.0,26,43516695376.0,126530628001.0
12783,Z304EZRX,4000787030016,1,8.0,3.0,0.0,240.0,240.0,18923,89238.0,24,11496761886.0,49944254332.0
15686,Z3014PCC,4000787030016,0,0.0,0.0,0.0,0.0,0.0,39655,33206.0,24,26767802376.0,183489193620.0
13820,Z305B9YM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,22910,4904.0,21,42969111424.0,90595246121.0
14374,S301F94D,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26593,13947.0,24,50059674208.0,94672404736.0
21403,Z302T6R6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26045,9953.0,33,48843266664.0,96083390147.0
18648,Z305GVLB,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21913,3437.0,25,38732597376.0,92173029924.0
12788,Z304EZRX,4000787030016,1,8.0,3.0,0.0,192.0,192.0,18899,89238.0,23,11495405450.0,49910886901.0
2737,S301NC68,4000787030016,0,0.0,0.0,0.0,0.0,0.0,8092,154.0,33,13525502928.0,50821407978.0
13826,Z305B9YM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,22886,4904.0,21,42945770544.0,90517664652.0
19650,S300Z6MB,4000787030016,0,0.0,0.0,0.0,0.0,0.0,28733,162800.0,24,45053528960.0,100996371500.0
21410,Z302T6R6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26022,9953.0,33,48828197720.0,96000077479.0
24223,Z305GXV1,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22565,3255.0,33,42164297440.0,99607468319.0
12832,Z304EZRX,4000787030016,1,8.0,3.0,0.0,192.0,192.0,18876,89238.0,24,11494097179.0,49878457921.0
5002,Z302T8WL,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26409,12876.0,32,49420088408.0,99552917914.0
13875,Z305B9YM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,22862,4904.0,22,42931560272.0,90426124274.0
24100,Z305D2E9,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22754,9906.0,25,40071792032.0,108306684332.0
21486,Z302T6R6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,25997,9953.0,33,48809913656.0,95915560425.0
17838,S300Z6PZ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27698,51928.0,28,49510895544.0,110975248728.0
12833,Z304EZRX,4000787030016,1,0.0,1.0,0.0,184.0,184.0,18851,89238.0,24,11492397518.0,49849131173.0
3306,S300Z5Z9,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27699,45759.0,28,48635799176.0,104889534125.0
13876,Z305B9YM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,22838,4904.0,21,42908879256.0,90343116610.0
12471,Z305KWFW,4000787030016,0,0.0,27.0,0.0,8.0,8.0,22420,53653.0,25,36090375768.0,98146482388.0
21486,Z302T6R6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,25974,9953.0,33,48798000376.0,95831063059.0
2781,Z305MD7W,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21914,3584.0,40,38485281496.0,89685854320.0
12804,Z304EZRX,4000787030016,1,0.0,1.0,0.0,184.0,184.0,18830,89238.0,23,11491232682.0,49819950482.0
7169,Z3023WPE,4000787030016,0,0.0,0.0,0.0,0.0,0.0,34611,95756.0,23,26335253657.0,318704725152.0
13845,Z305B9YM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,22814,4904.0,22,42880068536.0,90195657941.0
24418,Z304JWF2,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25730,9364.0,24,47072710016.0,100304756837.0
21448,Z302T6R6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,25949,9953.0,33,48777583208.0,95758184909.0
15110,S300Z97D,4000787030016,0,0.0,0.0,0.0,0.0,0.0,28090,36085.0,22,53150409664.0,125769400717.0
12804,Z304EZRX,4000787030016,1,0.0,1.0,0.0,184.0,184.0,18804,89238.0,24,11489487194.0,49789699120.0
3662,Z305FCQD,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22564,3574.0,40,41483102552.0,109445955860.0
13845,Z305B9YM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,22788,4902.0,22,42864066272.0,90056185574.0
23554,Z304JW6E,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25758,4644.0,28,47887267664.0,109681987704.0
21450,Z302T6R6,4000787030016,1,0.0,0.0,0.0,0.0,0.0,25924,9950.0,33,48759518696.0,95659828011.0
11571,Z302T6LD,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26833,20570.0,22,49549112152.0,96973563642.0
4649,S3010LKH,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26793,20157.0,27,49124763096.0,84978544830.0
10130,Z3023W1X,4000787030016,0,0.0,0.0,0.0,0.0,0.0,34591,95721.0,24,26354639725.0,318070868280.0
16162,Z304KCMY,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25733,6952.0,20,48517910848.0,116794705188.0
12297,Z302BYGH,4000787030016,0,0.0,0.0,0.0,0.0,0.0,31539,50369.0,15,54066072960.0,121679454659.0
15655,Z300YLF3,4000787030016,0,0.0,0.0,0.0,0.0,0.0,40344,92395.0,24,28407095874.0,259950548613.0
1964,Z3026JFT,4000787030016,1,32.0,24.0,0.0,104.0,104.0,34273,98893.0,23,24709317981.0,213675874125.0
7426,S301GMXY,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26568,12584.0,21,49250596832.0,91787724118.0
14088,S300WFKQ,4000787030016,1,0.0,7.0,0.0,0.0,0.0,27737,128383.0,19,44766502528.0,119749891565.0
16576,Z300YV67,4000787030016,1,23456.0,0.0,0.0,272.0,272.0,34079,47449.0,21,25613634201.0,199519809960.0
22195,S301FREY,4000787030016,1,0.0,0.0,0.0,208.0,208.0,16641,49697.0,20,10815604660.0,46120769453.0
1964,Z3026JFT,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34251,98893.0,22,24707246044.0,213642958086.0
23505,Z304KCDW,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24726,7809.0,24,44252851888.0,119108786950.0
7427,S301GMXY,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26548,12581.0,22,49232110328.0,91661326729.0
4190,Z305B5C5,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22727,8982.0,28,40096075736.0,114191083836.0
14089,S300WFKQ,4000787030016,1,0.0,7.0,0.0,0.0,0.0,27712,128379.0,20,44743360200.0,119596305082.0
5740,S300WFAZ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27691,37427.0,17,54231017336.0,107289895250.0
16577,Z300YV67,4000787030016,1,21296.0,0.0,0.0,264.0,264.0,34058,47449.0,21,25612312915.0,199490866632.0
6864,Z305B6WA,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23359,8780.0,20,42859916096.0,101823655312.0
22196,S301FREY,4000787030016,1,0.0,0.0,0.0,208.0,208.0,16618,49697.0,20,10814379784.0,46085695051.0
9644,Z30149XC,4000787030016,0,0.0,0.0,0.0,0.0,0.0,39269,13184.0,26,28597921240.0,222307832369.0
1973,Z3026JFT,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34226,98893.0,22,24705931953.0,213607102670.0
15899,Z3041KYD,4000787030016,0,0.0,0.0,1.0,0.0,0.0,26328,138474.0,24,22951896294.0,227801367130.0
7450,S301GMXY,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26525,12581.0,22,49215266496.0,91509090992.0
6117,Z305MFCF,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21889,5362.0,22,39723027088.0,102549351548.0
14139,S300WFKQ,4000787030016,1,0.0,7.0,0.0,0.0,0.0,27688,128379.0,20,44711241632.0,119445221109.0
19607,Z30593MN,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23353,8777.0,22,41183831808.0,91769832516.0
16636,Z300YV67,4000787030016,1,19056.0,0.0,0.0,240.0,240.0,34035,47449.0,22,25611007976.0,199460145850.0
3215,S300Z5G1,4000787030016,0,24.0,7.0,0.0,0.0,0.0,29163,38857.0,19,50682325736.0,107206464267.0
22276,S301FREY,4000787030016,1,0.0,0.0,0.0,208.0,208.0,16594,49697.0,20,10813177345.0,46053697922.0
22147,Z3023W9W,4000787030016,0,0.0,0.0,0.0,0.0,0.0,33076,134861.0,20,22886209635.0,217747250878.0
1971,Z3026JFT,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34203,98893.0,23,24704659786.0,213573062997.0
8837,S300Z50S,4000787030016,0,0.0,0.0,0.0,0.0,0.0,29186,41513.0,20,51929892504.0,106820536092.0
7447,S301GMXY,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26501,12581.0,22,49195197416.0,91399664309.0
5275,S301GQCZ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25202,10224.0,24,45335640808.0,102383810974.0
14135,S300WFKQ,4000787030016,1,0.0,7.0,0.0,0.0,0.0,27664,128379.0,20,44679962800.0,119281799488.0
4076,Z305GX2P,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22538,3862.0,32,41716944008.0,120129592914.0
16632,Z300YV67,4000787030016,1,16800.0,0.0,0.0,208.0,208.0,34011,47449.0,21,25609701876.0,199428901799.0
16908,W3009EJ4,4000787030016,0,0.0,0.0,1.0,0.0,0.0,44932,217798.0,22,30610377131.0,212040453246.0
22272,S301FREY,4000787030016,1,0.0,0.0,0.0,208.0,208.0,16570,49697.0,20,10811895318.0,46021107052.0
1610,Z304KC2K,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25712,7766.0,21,47045771944.0,99896989024.0
1973,Z3026JFT,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34179,98893.0,23,24703318505.0,213536697096.0
9159,S300ZNSA,4000787030016,0,0.0,0.0,0.0,0.0,0.0,28057,38117.0,21,52817876008.0,106485886807.0
7451,S301GMXY,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26477,12581.0,22,49180068472.0,91228431636.0
12707,Z302G0LS,4000787030016,0,0.0,0.0,0.0,0.0,0.0,31540,55280.0,17,54616265384.0,123646115752.0
14141,S300WFKQ,4000787030016,1,0.0,7.0,0.0,0.0,0.0,27640,128379.0,20,44658202720.0,119144335353.0
22010,Z304HT9G,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24679,11279.0,19,45509838088.0,88514834557.0
16638,Z300YV67,4000787030016,1,14192.0,0.0,0.0,200.0,200.0,33986,47449.0,21,25608344654.0,199397509928.0
24735,S301NJ8N,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25200,6757.0,23,46736165584.0,109301283719.0
22279,S301FREY,4000787030016,1,0.0,0.0,0.0,208.0,208.0,16546,49697.0,20,10810705083.0,45989933948.0
709,Z305HYGY,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21858,4123.0,22,38429770072.0,93450883972.0
1974,Z3026JFT,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34155,98893.0,23,24702000600.0,213501571024.0
23795,S301NCT4,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25197,12182.0,22,45704598136.0,96870754450.0
7470,S301GMXY,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26452,12581.0,22,49158071624.0,91057646318.0
18790,Z302F1Z4,4000787030016,0,0.0,0.0,0.0,0.0,0.0,29861,33960.0,18,55244578200.0,108398913367.0
14190,S300WFKQ,4000787030016,1,0.0,7.0,0.0,0.0,0.0,27616,128379.0,20,44640472592.0,118973521945.0
10454,Z302SYP1,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26807,19844.0,22,50757564672.0,97858914628.0
16695,Z300YV67,4000787030016,1,12384.0,0.0,0.0,168.0,168.0,33963,47449.0,22,25607009600.0,199364978218.0
19692,S300X9LK,4000787030016,0,0.0,0.0,0.0,0.0,0.0,33000,141402.0,22,23482811473.0,206192674679.0
22358,S301FREY,4000787030016,1,0.0,0.0,0.0,208.0,208.0,16522,49697.0,20,10809329242.0,45959906766.0
14020,S301M892,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24383,123461.0,19,31082749280.0,114771853412.0
1975,Z3026JFT,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34131,98893.0,23,24700324504.0,213469024200.0
18736,Z305K97P,4000787030016,0,0.0,0.0,0.0,0.0,0.0,21890,4753.0,30,38243308880.0,104167885940.0
7471,S301GMXY,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26428,12581.0,22,49139042624.0,90879311387.0
16638,S300XCTX,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27738,118680.0,20,43926690504.0,100706732344.0
14191,S300WFKQ,4000787030016,1,0.0,2.0,0.0,0.0,0.0,23556,128309.0,22,38527538352.0,86940521619.0
2940,Z305D2T6,4000787030016,0,0.0,0.0,0.0,0.0,0.0,18441,259971.0,24,11924822560.0,47849286119.0
16695,Z300YV67,4000787030016,1,9848.0,0.0,0.0,152.0,152.0,33939,47449.0,21,25605722117.0,199332624207.0
22328,Z305GVF3,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22541,3655.0,23,41356080552.0,109302412867.0
22359,S301FREY,4000787030016,1,0.0,0.0,0.0,208.0,208.0,16498,49697.0,20,10807980681.0,45928870320.0
14125,Z30566C4,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23355,8584.0,31,44964790600.0,111618764742.0
1973,Z3026JFT,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34109,98893.0,23,24699152338.0,213437662176.0
8951,Z304LBJE,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24718,4378.0,17,44593075136.0,104475681073.0
7458,S301GMXY,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26404,12581.0,22,49115655360.0,90714057570.0
21992,S30116NY,4000787030016,0,0.0,0.0,0.0,0.0,0.0,29856,34386.0,18,53874471832.0,111891972695.0
14159,S300WFKQ,4000787030016,1,0.0,2.0,0.0,0.0,0.0,23556,128309.0,22,38527538352.0,86940521619.0
2474,W300R7S6,4000787030016,0,0.0,0.0,0.0,0.0,0.0,29237,10251.0,21,37335932888.0,71715863595.0
16662,Z300YV67,4000787030016,1,7384.0,0.0,0.0,120.0,120.0,33914,47449.0,21,25604231472.0,199299186295.0
19705,Z302T7TV,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26814,20139.0,20,50138138432.0,92432270108.0
22321,S301FREY,4000787030016,1,0.0,0.0,0.0,208.0,208.0,16476,49697.0,20,10806897882.0,45898265070.0
18161,S300ZA55,4000787030016,0,0.0,0.0,0.0,0.0,0.0,28037,35230.0,20,52538722776.0,104983826728.0
1973,Z3026JFT,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34084,98893.0,23,24697443342.0,213404456249.0
17318,Z3029G5V,4000787030016,0,0.0,0.0,0.0,0.0,0.0,31877,21550.0,27,24202518208.0,186744572111.0
7458,S301GMXY,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26381,12581.0,22,49087591792.0,90545968856.0
15391,Z305D6YV,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22728,9216.0,29,40371761920.0,104130099536.0
14159,S300WFKQ,4000787030016,1,0.0,2.0,0.0,0.0,0.0,23556,128309.0,22,38527538352.0,86940521619.0
13987,S300ZP3R,4000787030016,0,0.0,0.0,0.0,0.0,0.0,28059,39578.0,18,52679008840.0,95574808623.0
16662,Z300YV67,4000787030016,1,6584.0,0.0,0.0,104.0,104.0,33890,47449.0,21,25602467531.0,199265038066.0
8561,Z305D2GA,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22731,7080.0,23,39853918536.0,117690569902.0
22323,S301FREY,4000787030016,1,0.0,0.0,0.0,208.0,208.0,16451,49697.0,20,10805107687.0,45869337964.0
8901,Z305DFXG,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22369,54962.0,25,36479448520.0,97956277722.0
1974,Z3026JFT,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34060,98893.0,23,24696184737.0,213370035944.0
6825,Z302AKSF,4000787030016,0,0.0,0.0,0.0,0.0,0.0,31541,52148.0,20,54317767224.0,112367127459.0
7457,S301GMXY,4000787030016,1,0.0,0.0,0.0,0.0,0.0,26357,12581.0,22,49066676936.0,90372368489.0
7263,S301168X,4000787030016,0,0.0,36.0,0.0,16.0,16.0,29860,35467.0,16,53261739088.0,134709911788.0
14160,S300WFKQ,4000787030016,1,0.0,2.0,0.0,0.0,0.0,23556,128309.0,22,38527538352.0,86940521619.0
11488,S3010AQ5,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26811,20256.0,25,51923244752.0,91867187821.0
16665,Z300YV67,4000787030016,1,6112.0,0.0,0.0,96.0,96.0,33865,47449.0,22,25601140673.0,199232183907.0
7117,Z304KBMQ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25033,16354.0,21,43675532280.0,99477498040.0
22327,S301FREY,4000787030016,1,0.0,0.0,0.0,208.0,208.0,16427,49697.0,20,10803735384.0,45837399637.0
3234,Z305D315,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22978,5214.0,24,41181243448.0,98373627879.0
10657,Z3027PDS,4000787030016,0,0.0,0.0,0.0,0.0,0.0,9374,118651.0,22,8866830891.0,20819984608.0
7003,Z304S2PM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24181,34586.0,21,42937046104.0,108633348262.0
7024,Z304S2PM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24157,34586.0,22,42913361296.0,108467411438.0
924,S300YQSH,4000787030016,0,0.0,0.0,0.0,0.0,0.0,28183,34851.0,21,52963687096.0,107960105508.0
7023,Z304S2PM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24133,34586.0,22,42891855336.0,108353720072.0
3624,Z30252B3,4000787030016,0,0.0,0.0,0.0,0.0,0.0,33745,71447.0,23,24437380144.0,185523594307.0
7025,Z304S2PM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24109,34586.0,22,42873552944.0,108180668536.0
13495,Z304HL20,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24970,14358.0,18,44120852416.0,108665998830.0
7038,Z304S2PM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24086,34586.0,22,42852890608.0,108049507204.0
18060,Z30273Q9,4000787030016,0,0.0,0.0,0.0,0.0,0.0,31519,55621.0,20,53359199592.0,104338740476.0
7039,Z304S2PM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24062,34586.0,22,42837778520.0,107911653996.0
70,Z304KR3R,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25688,9517.0,20,48114669968.0,89899804145.0
7028,Z304S2PM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24037,34586.0,22,42805513768.0,107766913407.0
12721,W300SSF9,4000787030016,0,0.0,0.0,0.0,0.0,0.0,29213,512.0,21,39619091800.0,119314729544.0
7028,Z304S2PM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24014,34584.0,22,42778174496.0,107674705379.0
9222,Z302SZCN,4000787030016,0,0.0,0.0,0.0,0.0,0.0,26074,15137.0,33,48172322840.0,86878715014.0
7028,Z304S2PM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,23990,34584.0,21,42749171504.0,107599124144.0
21311,Z305ASNZ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23337,8677.0,20,42836938136.0,96094975326.0
7028,Z304S2PM,4000787030016,1,0.0,0.0,0.0,0.0,0.0,23967,34584.0,22,42726785992.0,107489918563.0
20319,S300Z4N8,4000787030016,0,0.0,0.0,0.0,0.0,0.0,28693,178089.0,21,45192057192.0,97496445532.0
17347,Z305GWE7,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22494,3771.0,21,42290468880.0,107487658897.0
6382,Z305DTM1,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22685,8666.0,28,39945729256.0,121308265223.0
17291,Z3025L7R,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34540,101078.0,23,26326363682.0,310700739993.0
22209,Z304JGA1,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24681,6290.0,22,43587267720.0,125135895914.0
17287,Z3025L7R,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34517,101078.0,23,26324577496.0,310668611222.0
11443,Z3029B1E,4000787030016,0,0.0,0.0,0.0,0.0,0.0,32142,28773.0,24,24069111961.0,191013703727.0
22205,Z304JGA1,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24657,6289.0,23,43585986808.0,125032170572.0
21521,Z3029BDC,4000787030016,0,0.0,0.0,0.0,0.0,0.0,32962,27153.0,29,23587117565.0,170854268459.0
17293,Z3025L7R,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34493,101078.0,22,26322817169.0,310633312498.0
23281,Z3059YEK,4000787030016,0,0.0,0.0,0.0,0.0,0.0,23313,9973.0,20,41671671688.0,101117870967.0
22212,Z304JGA1,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24633,6289.0,23,43580895672.0,124873650768.0
1092,Z305D2SY,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22936,2681.0,22,44620811896.0,99464745202.0
17350,Z3025L7R,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34469,101078.0,22,26321073186.0,310600392785.0
6470,S300Z4AB,4000787030016,0,0.0,0.0,0.0,0.0,0.0,27632,45920.0,19,49414491960.0,117875305094.0
22291,Z304JGA1,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24609,6286.0,23,43579552544.0,124720549655.0
20171,Z304JZJQ,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25661,6530.0,21,47344021576.0,118714550785.0
17350,Z3025L7R,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34445,101078.0,23,26319253954.0,310566038147.0
17998,Z304L9BR,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24343,9486.0,18,46090400304.0,100606815519.0
22292,Z304JGA1,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24585,6272.0,23,43575674232.0,124592848761.0
14095,W300KW3C,4000787030016,0,0.0,0.0,0.0,0.0,0.0,40423,23029.0,17,28761802332.0,255440060344.0
17316,Z3025L7R,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34423,101078.0,23,26317601624.0,310521780087.0
11632,Z304KCLS,4000787030016,0,0.0,0.0,0.0,0.0,0.0,25710,6344.0,22,48464378176.0,122817821235.0
22254,Z304JGA1,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24561,6270.0,23,43573963832.0,124447624943.0
7377,Z304JMNX,4000787030016,0,0.0,0.0,0.0,0.0,0.0,24681,7711.0,18,43656729944.0,107799438255.0
17316,Z3025L7R,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34398,101076.0,23,26315266838.0,310482137722.0
1651,Z305DGH6,4000787030016,0,0.0,0.0,0.0,0.0,0.0,22681,9060.0,21,39513385400.0,123055846641.0
22256,Z304JGA1,4000787030016,1,0.0,0.0,0.0,0.0,0.0,24536,6264.0,22,43569604408.0,124262809311.0
3064,Z302183S,4000787030016,0,0.0,2.0,0.0,0.0,0.0,34040,116648.0,20,23811012816.0,178967652064.0
17319,Z3025L7R,4000787030016,1,0.0,0.0,0.0,0.0,0.0,34374,101076.0,22,26313508973.0,310447298528.0
